data,torneio,id_partida,jogador_1,jogador_2,score_1,score_2,sets,sgw_jogador1,sgw_jogador2
2025-06-01 ,,640151,Myroslav Loboda,Volodymyr Korobko,3,2,"11-6, 6-11, 11-9, 9-11, 11-5",73.14,72.57
2025-06-01 ,,640152,Maksim Baranov,Volodymyr Okopnyi,2,3,"11-9, 11-3, 10-12, 6-11, 9-11",72.57,73.14
2025-06-01 ,,640153,Andrii Regush,Myroslav Loboda,3,1,"3-11, 11-8, 11-5, 11-5",73.85,72.69
2025-06-01 ,,640154,Volodymyr Okopnyi,Yaroslav Vorsulyak,2,3,"12-14, 7-11, 12-10, 12-10, 10-12",72.57,73.14
2025-06-01 ,,640155,Maksim Baranov,Volodymyr Korobko,2,3,"8-11, 11-6, 6-11, 11-6, 6-11",72.57,73.14
2025-06-01 ,,640156,Andrii Regush,Volodymyr Okopnyi,2,3,"11-9, 11-7, 9-11, 10-12, 10-12",72.57,73.14
2025-06-01 ,,640157,Maksim Baranov,Myroslav Loboda,3,1,"11-5, 9-11, 11-9, 11-9",73.85,72.69
2025-06-01 ,,640158,Yaroslav Vorsulyak,Volodymyr Korobko,3,0,"11-9, 11-8, 11-3",74.56,72.82
2025-06-01 ,,640159,Andrii Regush,Maksim Baranov,2,3,"5-11, 4-11, 11-5, 11-8, 6-11",72.57,73.14
2025-06-01 ,,640160,Volodymyr Okopnyi,Volodymyr Korobko,3,0,"11-8, 11-8, 13-11",74.56,72.82
2025-06-01 ,,640161,Myroslav Loboda,Yaroslav Vorsulyak,3,1,"10-12, 14-12, 11-6, 11-6",73.85,72.69
2025-06-01 ,,640162,Valerii Lukianevych,Viktor Leonov,3,2,"9-11, 11-9, 11-8, 1-11, 11-3",73.14,72.57
2025-06-01 ,,640163,Volodymyr Kruglyak,Serhii Paksiutov,3,1,"12-10, 11-6, 9-11, 11-9",73.85,72.69
2025-06-01 ,,640164,Hennadii Buianover,Vadym Reva,1,3,"12-10, 8-11, 9-11, 6-11",72.69,73.85
2025-06-01 ,,640165,Valerii Lukianevych,Serhii Paksiutov,3,2,"11-9, 9-11, 11-9, 10-12, 11-9",73.14,72.57
2025-06-01 ,,640166,Vadym Reva,Viktor Leonov,1,3,"11-6, 12-14, 10-12, 4-11",72.69,73.85
2025-06-01 ,,640167,Volodymyr Kruglyak,Hennadii Buianover,2,3,"10-12, 11-5, 11-8, 1-11, 9-11",72.57,73.14
2025-06-01 ,,640168,Valerii Lukianevych,Vadym Reva,3,0,"11-5, 11-8, 11-9",74.56,72.82
2025-06-01 ,,640169,Hennadii Buianover,Serhii Paksiutov,3,2,"11-3, 12-14, 8-11, 11-9, 11-5",73.14,72.57
2025-06-01 ,,640170,Volodymyr Kruglyak,Viktor Leonov,2,3,"8-11, 2-11, 11-8, 11-7, 5-11",72.57,73.14
2025-06-01 ,,640171,Valerii Lukianevych,Hennadii Buianover,3,2,"11-5, 11-8, 4-11, 11-13, 11-6",73.14,72.57
2025-06-01 ,,640172,Volodymyr Kruglyak,Vadym Reva,2,3,"12-10, 11-6, 5-11, 2-11, 8-11",72.57,73.14
2025-06-01 ,,640173,Serhii Paksiutov,Viktor Leonov,0,3,"6-11, 9-11, 8-11",72.82,74.56
2025-06-01 ,,640174,Valerii Lukianevych,Volodymyr Kruglyak,3,1,"11-7, 4-11, 11-4, 11-9",73.85,72.69
2025-06-01 ,,640175,Hennadii Buianover,Viktor Leonov,2,3,"13-11, 11-8, 7-11, 8-11, 7-11",72.57,73.14
2025-06-01 ,,640176,Vadym Reva,Serhii Paksiutov,3,1,"11-6, 11-8, 5-11, 11-7",73.85,72.69
2025-06-01 ,,640177,Yevhen Masko,Oleksandr Tuzhylin,3,2,"10-12, 11-9, 4-11, 11-9, 11-9",73.14,72.57
2025-06-01 ,,640178,Valerii Melnyk,Roman Cherevko,2,3,"7-11, 9-11, 13-11, 11-8, 7-11",72.57,73.14
2025-06-01 ,,640179,Yevhen Pysmennyi,Roman Reznychenko,2,3,"11-5, 4-11, 11-13, 11-7, 7-11",72.57,73.14
2025-06-01 ,,640180,Yevhen Masko,Roman Cherevko,3,1,"9-11, 11-4, 11-7, 11-4",73.85,72.69
2025-06-01 ,,640181,Roman Reznychenko,Oleksandr Tuzhylin,1,3,"11-13, 10-12, 11-5, 5-11",72.69,73.85
2025-06-01 ,,640182,Valerii Melnyk,Yevhen Pysmennyi,3,0,"12-10, 11-3, 11-7",74.56,72.82
2025-06-01 ,,640183,Yevhen Masko,Roman Reznychenko,3,1,"3-11, 11-4, 11-4, 11-9",73.85,72.69
2025-06-01 ,,640184,Yevhen Pysmennyi,Roman Cherevko,2,3,"11-13, 4-11, 11-9, 12-10, 6-11",72.57,73.14
2025-06-01 ,,640185,Valerii Melnyk,Oleksandr Tuzhylin,2,3,"5-11, 9-11, 11-4, 11-2, 5-11",72.57,73.14
2025-06-01 ,,640186,Yevhen Masko,Yevhen Pysmennyi,3,1,"11-9, 9-11, 13-11, 11-8",73.85,72.69
2025-06-01 ,,640187,Valerii Melnyk,Roman Reznychenko,0,3,"8-11, 8-11, 14-16",72.82,74.56
2025-06-01 ,,640188,Roman Cherevko,Oleksandr Tuzhylin,1,3,"6-11, 6-11, 11-8, 7-11",72.69,73.85
2025-06-01 ,,640189,Yevhen Masko,Valerii Melnyk,0,3,"7-11, 7-11, 8-11",72.82,74.56
2025-06-01 ,,640190,Yevhen Pysmennyi,Oleksandr Tuzhylin,0,3,"8-11, 8-11, 9-11",72.82,74.56
2025-06-01 ,,640191,Roman Reznychenko,Roman Cherevko,1,3,"9-11, 11-9, 9-11, 5-11",72.69,73.85
2025-06-01 ,,640192,Kostiantyn Klymenko,Oleksandr Osadchyi,3,2,"11-8, 6-11, 11-5, 10-12, 11-9",73.14,72.57
2025-06-01 ,,640193,Andrii Kurtenko,Serhii Solomko,1,3,"8-11, 11-8, 13-15, 12-14",72.69,73.85
2025-06-01 ,,640194,Stefan Yakimenko,Oleksandr Leonenko,3,2,"11-7, 3-11, 11-13, 11-8, 11-9",73.14,72.57
2025-06-01 ,,640195,Kostiantyn Klymenko,Serhii Solomko,2,3,"11-6, 6-11, 11-8, 5-11, 2-11",72.57,73.14
2025-06-01 ,,640196,Oleksandr Leonenko,Oleksandr Osadchyi,0,3,"6-11, 7-11, 9-11",72.82,74.56
2025-06-01 ,,640197,Andrii Kurtenko,Stefan Yakimenko,0,3,"7-11, 6-11, 7-11",72.82,74.56
2025-06-01 ,,640198,Kostiantyn Klymenko,Oleksandr Leonenko,3,0,"11-8, 11-6, 11-8",74.56,72.82
2025-06-01 ,,640199,Stefan Yakimenko,Serhii Solomko,1,3,"7-11, 8-11, 11-9, 7-11",72.69,73.85
2025-06-01 ,,640200,Andrii Kurtenko,Oleksandr Osadchyi,2,3,"11-13, 12-10, 9-11, 13-11, 7-11",72.57,73.14
2025-06-01 ,,640201,Kostiantyn Klymenko,Stefan Yakimenko,3,0,"11-3, 11-8, 12-10",74.56,72.82
2025-06-01 ,,640202,Andrii Kurtenko,Oleksandr Leonenko,1,3,"7-11, 6-11, 11-7, 4-11",72.69,73.85
2025-06-01 ,,640203,Serhii Solomko,Oleksandr Osadchyi,3,1,"3-11, 12-10, 11-3, 11-9",73.85,72.69
2025-06-01 ,,640204,Kostiantyn Klymenko,Andrii Kurtenko,3,1,"11-8, 11-6, 7-11, 11-5",73.85,72.69
2025-06-01 ,,640205,Stefan Yakimenko,Oleksandr Osadchyi,3,1,"11-8, 6-11, 11-6, 11-7",73.85,72.69
2025-06-01 ,,640206,Oleksandr Leonenko,Serhii Solomko,1,3,"8-11, 11-8, 9-11, 8-11",72.69,73.85
2025-06-01 ,,640207,Jakub Makara,Zdenek Sedivy,3,2,"11-8, 12-14, 4-11, 11-8, 11-9",73.14,72.57
2025-06-01 ,,640208,Martin Bouska,Volodymyr Burylov,1,3,"8-11, 8-11, 12-10, 5-11",72.69,73.85
2025-06-01 ,,640209,Jakub Makara,Volodymyr Burylov,0,3,"2-11, 9-11, 11-13",72.82,74.56
2025-06-01 ,,640210,Martin Bouska,Zdenek Sedivy,3,2,"16-14, 13-15, 11-7, 8-11, 12-10",73.14,72.57
2025-06-01 ,,640211,Jakub Makara,Martin Bouska,0,3,"8-11, 3-11, 9-11",72.82,74.56
2025-06-01 ,,640212,Volodymyr Burylov,Zdenek Sedivy,3,1,"14-12, 11-13, 12-10, 11-5",73.85,72.69
2025-06-01 ,,640213,Miroslav Hajek,Tomas Hucko,2,3,"9-11, 7-11, 11-5, 11-9, 13-15",72.57,73.14
2025-06-01 ,,640214,Ondrej Mezera,Samuel Koscelansky,2,3,"11-9, 11-5, 6-11, 9-11, 7-11",72.57,73.14
2025-06-01 ,,640215,Miroslav Hajek,Samuel Koscelansky,0,3,"6-11, 10-12, 7-11",72.82,74.56
2025-06-01 ,,640216,Ondrej Mezera,Tomas Hucko,3,1,"13-11, 8-11, 11-9, 11-9",73.85,72.69
2025-06-01 ,,640217,Miroslav Hajek,Ondrej Mezera,3,1,"11-5, 11-9, 8-11, 11-7",73.85,72.69
2025-06-01 ,,640218,Samuel Koscelansky,Tomas Hucko,0,3,"7-11, 6-11, 9-11",72.82,74.56
2025-06-01 ,,640219,Petr Semrad,Pavel Sourek,3,2,"12-10, 11-6, 5-11, 5-11, 11-4",73.14,72.57
2025-06-01 ,,640220,Pavel Fencl,Lukas Rulc,1,3,"11-9, 7-11, 12-14, 9-11",72.69,73.85
2025-06-01 ,,640221,Petr Semrad,Lukas Rulc,1,3,"12-10, 6-11, 4-11, 7-11",72.69,73.85
2025-06-01 ,,640222,Pavel Fencl,Pavel Sourek,3,0,"11-8, 11-3, 11-6",74.56,72.82
2025-06-01 ,,640223,Petr Semrad,Pavel Fencl,3,1,"7-11, 11-7, 11-7, 11-6",73.85,72.69
2025-06-01 ,,640224,Lukas Rulc,Pavel Sourek,3,0,"11-5, 14-12, 11-5",74.56,72.82
2025-06-01 ,,640225,Josef Chalupa,Radovan Pisa,3,0,"13-11, 11-7, 11-7",74.56,72.82
2025-06-01 ,,640226,Lukas Svoboda,Miloslav Ullman,3,2,"11-3, 11-7, 10-12, 9-11, 11-7",73.14,72.57
2025-06-01 ,,640227,Josef Chalupa,Miloslav Ullman,3,1,"11-5, 13-11, 5-11, 12-10",73.85,72.69
2025-06-01 ,,640228,Lukas Svoboda,Radovan Pisa,2,3,"16-18, 10-12, 11-7, 11-5, 7-11",72.57,73.14
2025-06-01 ,,640229,Josef Chalupa,Lukas Svoboda,0,3,"6-11, 9-11, 8-11",72.82,74.56
2025-06-01 ,,640230,Miloslav Ullman,Radovan Pisa,2,3,"7-11, 11-8, 11-9, 12-14, 3-11",72.57,73.14
2025-06-01 ,,640231,Milan Cuba,Karel Jirousek,3,2,"6-11, 7-11, 19-17, 11-7, 11-7",73.14,72.57
2025-06-01 ,,640232,Zdenek Petran,Pavel Moulis,0,3,"7-11, 7-11, 7-11",72.82,74.56
2025-06-01 ,,640233,Milan Cuba,Pavel Moulis,2,3,"11-7, 7-11, 10-12, 11-8, 9-11",72.57,73.14
2025-06-01 ,,640234,Zdenek Petran,Karel Jirousek,2,3,"13-11, 11-9, 9-11, 9-11, 2-11",72.57,73.14
2025-06-01 ,,640235,Milan Cuba,Zdenek Petran,3,0,"11-5, 11-3, 15-13",74.56,72.82
2025-06-01 ,,640236,Pavel Moulis,Karel Jirousek,1,3,"11-5, 5-11, 8-11, 7-11",72.69,73.85
2025-06-01 ,,640237,Marian Melisek,Dominik Ruzicka,3,0,"11-9, 11-8, 11-6",74.56,72.82
2025-06-01 ,,640238,Jan Krojidlo,Martin Obraz,3,2,"11-6, 6-11, 6-11, 11-8, 11-9",73.14,72.57
2025-06-01 ,,640239,Marian Melisek,Martin Obraz,3,1,"11-6, 11-9, 6-11, 12-10",73.85,72.69
2025-06-01 ,,640240,Jan Krojidlo,Dominik Ruzicka,0,3,"10-12, 8-11, 11-13",72.82,74.56
2025-06-01 ,,640241,Marian Melisek,Jan Krojidlo,1,3,"4-11, 11-7, 5-11, 5-11",72.69,73.85
2025-06-01 ,,640242,Martin Obraz,Dominik Ruzicka,3,2,"11-4, 9-11, 11-9, 5-11, 12-10",73.14,72.57
2025-06-01 ,,640243,Ondrej Chadima,Oleh Plyska,3,0,"11-6, 12-10, 11-7",74.56,72.82
2025-06-01 ,,640244,Martin Vorel,Petr Maly,0,3,"4-11, 6-11, 7-11",72.82,74.56
2025-06-01 ,,640245,Ondrej Chadima,Petr Maly,3,2,"11-7, 5-11, 8-11, 11-7, 11-6",73.14,72.57
2025-06-01 ,,640246,Martin Vorel,Oleh Plyska,2,3,"11-7, 8-11, 11-8, 6-11, 5-11",72.57,73.14
2025-06-01 ,,640247,Ondrej Chadima,Martin Vorel,1,3,"8-11, 12-10, 7-11, 8-11",72.69,73.85
2025-06-01 ,,640248,Petr Maly,Oleh Plyska,3,1,"6-11, 12-10, 11-4, 11-6",73.85,72.69
2025-06-01 ,,640249,Miroslav Hajek,Ondrej Karpisek,2,3,"11-9, 7-11, 11-6, 12-14, 2-11",72.57,73.14
2025-06-01 ,,640250,Roman Merkl,Jiri Tichy,3,0,"11-6, 12-10, 14-12",74.56,72.82
2025-06-01 ,,640251,Miroslav Hajek,Jiri Tichy,3,2,"11-7, 11-8, 9-11, 12-14, 11-7",73.14,72.57
2025-06-01 ,,640252,Roman Merkl,Ondrej Karpisek,2,3,"8-11, 11-4, 11-13, 11-9, 6-11",72.57,73.14
2025-06-01 ,,640253,Miroslav Hajek,Roman Merkl,3,2,"10-12, 7-11, 11-8, 11-9, 11-7",73.14,72.57
2025-06-01 ,,640254,Jiri Tichy,Ondrej Karpisek,0,3,"4-11, 9-11, 9-11",72.82,74.56
2025-06-01 ,,640255,Radomir Corghencea,Serghei Schiopu,3,2,"11-9, 11-7, 6-11, 9-11, 11-9",73.14,72.57
2025-06-01 ,,640256,Oleg Bucos,Dumitru Butnaru,3,1,"11-5, 10-12, 11-5, 11-2",73.85,72.69
2025-06-01 ,,640257,Radomir Corghencea,Dumitru Butnaru,3,2,"7-11, 11-8, 8-11, 11-6, 11-8",73.14,72.57
2025-06-01 ,,640258,Oleg Bucos,Serghei Schiopu,1,3,"9-11, 11-8, 9-11, 8-11",72.69,73.85
2025-06-01 ,,640259,Radomir Corghencea,Oleg Bucos,3,2,"12-14, 8-11, 11-9, 11-6, 11-2",73.14,72.57
2025-06-01 ,,640260,Dumitru Butnaru,Serghei Schiopu,0,3,"10-12, 6-11, 2-11",72.82,74.56
2025-06-01 ,,640261,Hennadii Paniivan,Oleksandr Yavorskiy,2,3,"5-11, 11-5, 11-9, 3-11, 8-11",72.57,73.14
2025-06-01 ,,640262,Igor Kovik,Victor Gammer,3,1,"11-4, 11-5, 4-11, 11-8",73.85,72.69
2025-06-01 ,,640263,Hennadii Paniivan,Victor Gammer,0,3,"7-11, 7-11, 2-11",72.82,74.56
2025-06-01 ,,640264,Igor Kovik,Oleksandr Yavorskiy,3,0,"11-7, 13-11, 11-7",74.56,72.82
2025-06-01 ,,640265,Hennadii Paniivan,Igor Kovik,3,2,"6-11, 11-4, 11-4, 5-11, 11-7",73.14,72.57
2025-06-01 ,,640266,Victor Gammer,Oleksandr Yavorskiy,0,3,"10-12, 4-11, 1-11",72.82,74.56
2025-06-01 ,,640267,Serghei Mirciu,Alexei Titov,3,0,"11-8, 11-7, 15-13",74.56,72.82
2025-06-01 ,,640268,Vitalie Plescaci,Iuri Iurcenco,0,3,"10-12, 2-11, 7-11",72.82,74.56
2025-06-01 ,,640269,Serghei Mirciu,Iuri Iurcenco,3,2,"2-11, 3-11, 15-13, 12-10, 12-10",73.14,72.57
2025-06-01 ,,640270,Vitalie Plescaci,Alexei Titov,3,2,"6-11, 14-12, 11-7, 5-11, 14-12",73.14,72.57
2025-06-01 ,,640271,Serghei Mirciu,Vitalie Plescaci,0,3,"9-11, 2-11, 9-11",72.82,74.56
2025-06-01 ,,640272,Iuri Iurcenco,Alexei Titov,3,1,"9-11, 11-6, 11-8, 15-13",73.85,72.69
2025-06-01 ,,640273,Sviatoslav Panteleev,Ilie Sulima,3,1,"11-7, 12-14, 11-2, 11-7",73.85,72.69
2025-06-01 ,,640274,Maxim Ungurean,Nicolae Toma,1,3,"4-11, 11-4, 9-11, 9-11",72.69,73.85
2025-06-01 ,,640275,Sviatoslav Panteleev,Nicolae Toma,3,1,"13-11, 3-11, 11-4, 17-15",73.85,72.69
2025-06-01 ,,640276,Maxim Ungurean,Ilie Sulima,3,1,"11-9, 11-5, 10-12, 11-6",73.85,72.69
2025-06-01 ,,640277,Sviatoslav Panteleev,Maxim Ungurean,1,3,"13-11, 7-11, 3-11, 5-11",72.69,73.85
2025-06-01 ,,640278,Nicolae Toma,Ilie Sulima,3,1,"11-5, 6-11, 11-9, 11-3",73.85,72.69
2025-06-01 ,,640279,Victor Iasciuc,Vitalie Dirul,3,2,"3-11, 10-12, 11-5, 11-9, 11-6",73.14,72.57
2025-06-01 ,,640280,Victor Turcan,Sergiu Schiopu,2,3,"11-8, 11-9, 6-11, 9-11, 10-12",72.57,73.14
2025-06-01 ,,640281,Victor Iasciuc,Sergiu Schiopu,0,3,"10-12, 7-11, 5-11",72.82,74.56
2025-06-01 ,,640282,Victor Turcan,Vitalie Dirul,0,3,"7-11, 7-11, 11-13",72.82,74.56
2025-06-01 ,,640283,Victor Iasciuc,Victor Turcan,0,3,"5-11, 7-11, 2-11",72.82,74.56
2025-06-01 ,,640284,Sergiu Schiopu,Vitalie Dirul,3,0,"12-10, 11-7, 13-11",74.56,72.82
2025-06-01 ,,640291,Andrii Hrebeniuk,Vitalii Levshyn,3,1,"11-4, 11-5, 8-11, 11-5",73.85,72.69
2025-06-01 ,,640292,Roman Zholubak,Mykyta Zavada,3,1,"11-5, 9-11, 11-1, 11-7",73.85,72.69
2025-06-01 ,,640293,Anton Molochko,Nazar Danyliuk,0,3,"8-11, 8-11, 8-11",72.82,74.56
2025-06-01 ,,640294,Andrii Hrebeniuk,Mykyta Zavada,3,0,"11-9, 11-5, 11-5",74.56,72.82
2025-06-01 ,,640295,Nazar Danyliuk,Vitalii Levshyn,0,3,"9-11, 13-15, 7-11",72.82,74.56
2025-06-01 ,,640296,Roman Zholubak,Anton Molochko,1,3,"9-11, 7-11, 11-9, 9-11",72.69,73.85
2025-06-01 ,,640297,Andrii Hrebeniuk,Nazar Danyliuk,3,1,"7-11, 13-11, 11-8, 11-4",73.85,72.69
2025-06-01 ,,640298,Anton Molochko,Mykyta Zavada,1,3,"4-11, 11-9, 6-11, 9-11",72.69,73.85
2025-06-01 ,,640299,Roman Zholubak,Vitalii Levshyn,3,2,"7-11, 12-10, 6-11, 12-10, 11-9",73.14,72.57
2025-06-01 ,,640300,Andrii Hrebeniuk,Anton Molochko,3,2,"11-8, 8-11, 11-9, 7-11, 11-8",73.14,72.57
2025-06-01 ,,640301,Roman Zholubak,Nazar Danyliuk,1,3,"13-11, 7-11, 5-11, 8-11",72.69,73.85
2025-06-01 ,,640302,Mykyta Zavada,Vitalii Levshyn,2,3,"7-11, 6-11, 16-14, 11-5, 2-11",72.57,73.14
2025-06-01 ,,640303,Andrii Hrebeniuk,Roman Zholubak,3,1,"11-5, 11-7, 10-12, 11-4",73.85,72.69
2025-06-01 ,,640304,Anton Molochko,Vitalii Levshyn,0,3,"11-13, 10-12, 4-11",72.82,74.56
2025-06-01 ,,640305,Nazar Danyliuk,Mykyta Zavada,3,0,"11-4, 11-5, 11-3",74.56,72.82
2025-06-01 ,,640308,Dmytro Kim,Hryhorii Kulishov,1,3,"11-8, 6-11, 7-11, 8-11",72.69,73.85
2025-06-01 ,,640309,Oleksandr Melashenko,Serhii Pitsyk,3,0,"11-9, 11-8, 11-9",74.56,72.82
2025-06-01 ,,640310,Andrii Peretiatko,Danylo Us,0,3,"7-11, 8-11, 1-11",72.82,74.56
2025-06-01 ,,640311,Dmytro Kim,Serhii Pitsyk,0,3,"8-11, 10-12, 5-11",72.82,74.56
2025-06-01 ,,640312,Danylo Us,Hryhorii Kulishov,3,2,"7-11, 11-8, 11-4, 7-11, 11-6",73.14,72.57
2025-06-01 ,,640313,Oleksandr Melashenko,Andrii Peretiatko,3,1,"8-11, 12-10, 11-8, 11-7",73.85,72.69
2025-06-01 ,,640314,Dmytro Kim,Danylo Us,1,3,"6-11, 9-11, 13-11, 8-11",72.69,73.85
2025-06-01 ,,640315,Andrii Peretiatko,Serhii Pitsyk,1,3,"11-4, 7-11, 8-11, 6-11",72.69,73.85
2025-06-01 ,,640316,Oleksandr Melashenko,Hryhorii Kulishov,3,2,"11-8, 3-11, 9-11, 15-13, 14-12",73.14,72.57
2025-06-01 ,,640317,Dmytro Kim,Andrii Peretiatko,3,1,"11-5, 9-11, 11-6, 11-4",73.85,72.69
2025-06-01 ,,640318,Oleksandr Melashenko,Danylo Us,3,1,"11-7, 10-12, 12-10, 13-11",73.85,72.69
2025-06-01 ,,640319,Serhii Pitsyk,Hryhorii Kulishov,0,3,"7-11, 3-11, 4-11",72.82,74.56
2025-06-01 ,,640320,Dmytro Kim,Oleksandr Melashenko,3,0,"11-7, 11-9, 11-9",74.56,72.82
2025-06-01 ,,640321,Andrii Peretiatko,Hryhorii Kulishov,3,1,"11-6, 11-9, 10-12, 11-8",73.85,72.69
2025-06-01 ,,640322,Danylo Us,Serhii Pitsyk,2,3,"8-11, 11-8, 11-7, 9-11, 10-12",72.57,73.14
2025-06-01 ,,640323,Andrii Kovrikov,Artem Chepurnyi,3,1,"11-5, 11-5, 10-12, 11-7",73.85,72.69
2025-06-01 ,,640324,Serhii Chelpanov,Oleg Gavryshko,0,3,"7-11, 9-11, 16-18",72.82,74.56
2025-06-01 ,,640325,Oleksandr Dukhovenko,Oleksii Hrymovskyi,3,1,"4-11, 11-6, 11-9, 12-10",73.85,72.69
2025-06-01 ,,640326,Andrii Kovrikov,Oleg Gavryshko,3,1,"3-11, 11-9, 11-3, 14-12",73.85,72.69
2025-06-01 ,,640327,Oleksii Hrymovskyi,Artem Chepurnyi,3,1,"9-11, 14-12, 11-9, 11-7",73.85,72.69
2025-06-01 ,,640328,Serhii Chelpanov,Oleksandr Dukhovenko,3,2,"1-11, 11-7, 7-11, 11-3, 11-8",73.14,72.57
2025-06-01 ,,640329,Andrii Kovrikov,Oleksii Hrymovskyi,3,0,"12-10, 11-9, 11-7",74.56,72.82
2025-06-01 ,,640330,Oleksandr Dukhovenko,Oleg Gavryshko,3,1,"12-10, 11-8, 4-11, 11-9",73.85,72.69
2025-06-01 ,,640331,Serhii Chelpanov,Artem Chepurnyi,3,1,"13-11, 8-11, 11-8, 11-4",73.85,72.69
2025-06-01 ,,640332,Andrii Kovrikov,Oleksandr Dukhovenko,0,3,"7-11, 3-11, 1-11",72.82,74.56
2025-06-01 ,,640333,Serhii Chelpanov,Oleksii Hrymovskyi,3,0,"11-5, 11-3, 11-4",74.56,72.82
2025-06-01 ,,640334,Oleg Gavryshko,Artem Chepurnyi,3,1,"11-6, 11-9, 9-11, 11-5",73.85,72.69
2025-06-01 ,,640335,Andrii Kovrikov,Serhii Chelpanov,0,3,"10-12, 4-11, 1-11",72.82,74.56
2025-06-01 ,,640336,Oleksandr Dukhovenko,Artem Chepurnyi,3,0,"13-11, 11-6, 11-9",74.56,72.82
2025-06-01 ,,640337,Oleksii Hrymovskyi,Oleg Gavryshko,3,2,"2-11, 9-11, 11-6, 11-7, 11-8",73.14,72.57
2025-06-01 ,,640360,Fiodor Ghimp,Vadim Urechean,3,0,"12-10, 11-4, 12-10",74.56,72.82
2025-06-01 ,,640361,Dmitri Culaghin,Alexandr Cosogolov,3,2,"13-11, 11-8, 6-11, 6-11, 12-10",73.14,72.57
2025-06-01 ,,640362,Zdenek Sedivy,Jakub Makara,3,1,"8-11, 11-8, 11-8, 11-4",73.85,72.69
2025-06-01 ,,640363,Volodymyr Burylov,Martin Bouska,3,0,"11-5, 11-8, 12-10",74.56,72.82
2025-06-01 ,,640364,Pavel Moulis,Zdenek Petran,0,3,"9-11, 10-12, 9-11",72.82,74.56
2025-06-01 ,,640365,Karel Jirousek,Milan Cuba,2,3,"6-11, 11-7, 11-5, 5-11, 11-13",72.57,73.14
2025-06-01 ,,640366,Verma Nitin,Ritesh Kumar,3,2,"8-11, 13-11, 11-3, 9-11, 11-7",73.14,72.57
2025-06-01 ,,640367,Amit Kumar,Wadhwa Inderpreet,2,3,"11-7, 11-6, 8-11, 6-11, 3-11",72.57,73.14
2025-06-01 ,,640368,Oleh Torianyk,Myhailo Levytskii,1,3,"11-6, 11-13, 3-11, 2-11",72.69,73.85
2025-06-01 ,,640369,Oleksandr Solonchenko,Anatoliy Chuiko,0,3,"6-11, 12-14, 7-11",72.82,74.56
2025-06-01 ,,640370,Ondrej Mezera,Miroslav Hajek,3,1,"11-9, 7-11, 11-4, 11-5",73.85,72.69
2025-06-01 ,,640371,Tomas Hucko,Samuel Koscelansky,2,3,"9-11, 11-1, 14-12, 6-11, 8-11",72.57,73.14
2025-06-01 ,,640372,Jan Krojidlo,Marian Melisek,3,2,"7-11, 10-12, 11-4, 11-7, 11-7",73.14,72.57
2025-06-01 ,,640373,Dominik Ruzicka,Martin Obraz,2,3,"7-11, 16-14, 11-7, 10-12, 9-11",72.57,73.14
2025-06-01 ,,640720,Alexei Titov,Serghei Mirciu,3,2,"8-11, 2-11, 11-5, 11-6, 11-3",73.14,72.57
2025-06-01 ,,640721,Iuri Iurcenco,Vitalie Plescaci,3,0,"11-6, 11-5, 11-9",74.56,72.82
2025-06-01 ,,640722,Pavel Sourek,Pavel Fencl,1,3,"9-11, 3-11, 11-8, 8-11",72.69,73.85
2025-06-01 ,,640723,Lukas Rulc,Petr Semrad,3,0,"13-11, 11-7, 11-6",74.56,72.82
2025-06-01 ,,640724,Oleh Plyska,Martin Vorel,2,3,"13-11, 12-10, 9-11, 3-11, 4-11",72.57,73.14
2025-06-01 ,,640725,Petr Maly,Ondrej Chadima,3,2,"9-11, 11-9, 8-11, 11-8, 11-3",73.14,72.57
2025-06-01 ,,640726,Oleksandr Hoholev,Volodymyr Ryzhenko,1,3,"14-16, 11-6, 9-11, 7-11",72.69,73.85
2025-06-01 ,,640727,Roman Hryhoriev,Valentyn Kurliuk,1,3,"7-11, 10-12, 11-4, 7-11",72.69,73.85
2025-06-01 ,,640728,Vitalii Ananiev,Ihor Serdiuk,3,0,"13-11, 11-7, 12-10",74.56,72.82
2025-06-01 ,,640729,Viktor Ziakun,Serhii Priadko,3,2,"9-11, 11-7, 11-2, 16-18, 11-8",73.14,72.57
2025-06-01 ,,640733,Dumitru Butnaru,Oleg Bucos,1,3,"8-11, 7-11, 13-11, 9-11",72.69,73.85
2025-06-01 ,,640734,Serghei Schiopu,Radomir Corghencea,3,1,"11-5, 11-7, 5-11, 11-8",73.85,72.69
2025-06-01 ,,640735,Ilie Sulima,Sviatoslav Panteleev,1,3,"8-11, 6-11, 11-7, 4-11",72.69,73.85
2025-06-01 ,,640736,Nicolae Toma,Maxim Ungurean,0,3,"9-11, 9-11, 3-11",72.82,74.56
2025-06-01 ,,640737,Lukas Svoboda,Josef Chalupa,2,3,"13-15, 8-11, 11-4, 12-10, 3-11",72.57,73.14
2025-06-01 ,,640738,Radovan Pisa,Miloslav Ullman,1,3,"9-11, 6-11, 11-2, 9-11",72.69,73.85
2025-06-01 ,,640739,Jiri Tichy,Roman Merkl,0,3,"7-11, 10-12, 8-11",72.82,74.56
2025-06-01 ,,640740,Ondrej Karpisek,Miroslav Hajek,3,2,"12-10, 11-6, 14-16, 6-11, 14-12",73.14,72.57
2025-06-01 ,,640741,Victor Gammer,Hennadii Paniivan,2,3,"11-8, 8-11, 13-11, 8-11, 5-11",72.57,73.14
