data,torneio,id_partida,jogador_1,jogador_2,score_1,score_2,sets,sgw_jogador1,sgw_jogador2
2025-05-28 ,,638262,Serghei Mirciu,Leonid Calev,1,3,"8-11, 11-9, 11-13, 7-11",72.69,73.85
2025-05-28 ,,638263,Vitalie Plescaci,Iuri Iurcenco,1,3,"9-11, 11-7, 9-11, 3-11",72.69,73.85
2025-05-28 ,,638264,Serghei Mirciu,Iuri Iurcenco,2,3,"12-10, 5-11, 10-12, 11-9, 8-11",72.57,73.14
2025-05-28 ,,638265,Vitalie Plescaci,Leonid Calev,1,3,"11-7, 6-11, 7-11, 10-12",72.69,73.85
2025-05-28 ,,638266,Serghei Mirciu,Vitalie Plescaci,3,0,"13-11, 11-8, 11-9",74.56,72.82
2025-05-28 ,,638267,Iuri Iurcenco,Leonid Calev,0,3,"5-11, 6-11, 4-11",72.82,74.56
2025-05-28 ,,638365,Oleksandr Lyman,Oleh Kurylenko,0,3,"9-11, 8-11, 9-11",72.82,74.56
2025-05-28 ,,638366,Serhii Miroshnychenko,Viktor Ziakun,3,0,"11-7, 11-5, 11-8",74.56,72.82
2025-05-28 ,,638367,Roman Boklah,Serhii Priadko,0,3,"10-12, 6-11, 4-11",72.82,74.56
2025-05-28 ,,638368,Oleksandr Lyman,Viktor Ziakun,2,3,"6-11, 11-9, 6-11, 11-9, 7-11",72.57,73.14
2025-05-28 ,,638369,Serhii Priadko,Oleh Kurylenko,2,3,"8-11, 11-4, 5-11, 11-9, 10-12",72.57,73.14
2025-05-28 ,,638370,Serhii Miroshnychenko,Roman Boklah,3,2,"9-11, 8-11, 12-10, 11-8, 11-2",73.14,72.57
2025-05-28 ,,638371,Oleksandr Lyman,Serhii Priadko,3,0,"11-7, 11-5, 12-10",74.56,72.82
2025-05-28 ,,638372,Roman Boklah,Viktor Ziakun,0,3,"9-11, 6-11, 4-11",72.82,74.56
2025-05-28 ,,638373,Serhii Miroshnychenko,Oleh Kurylenko,3,2,"11-8, 11-5, 7-11, 10-12, 11-2",73.14,72.57
2025-05-28 ,,638374,Oleksandr Lyman,Roman Boklah,3,0,"12-10, 11-9, 11-5",74.56,72.82
2025-05-28 ,,638375,Serhii Miroshnychenko,Serhii Priadko,3,0,"11-4, 11-6, 11-6",74.56,72.82
2025-05-28 ,,638376,Viktor Ziakun,Oleh Kurylenko,2,3,"11-7, 8-11, 6-11, 11-7, 9-11",72.57,73.14
2025-05-28 ,,638377,Oleksandr Lyman,Serhii Miroshnychenko,3,1,"12-10, 6-11, 12-10, 11-6",73.85,72.69
2025-05-28 ,,638378,Roman Boklah,Oleh Kurylenko,1,3,"7-11, 12-14, 11-5, 7-11",72.69,73.85
2025-05-28 ,,638379,Serhii Priadko,Viktor Ziakun,2,3,"5-11, 8-11, 11-9, 11-8, 5-11",72.57,73.14
2025-05-28 ,,638380,Dmytro Prylepa,Andrii Vasylets,0,3,"12-14, 6-11, 6-11",72.82,74.56
2025-05-28 ,,638381,Andrii Lushchyk,Evhenii Hrytsenko,1,3,"7-11, 7-11, 11-6, 4-11",72.69,73.85
2025-05-28 ,,638382,Serhii Aristarkhov,Andrii Vasylets,3,0,"13-11, 11-3, 11-8",74.56,72.82
2025-05-28 ,,638383,Dmytro Prylepa,Andrii Lushchyk,3,1,"12-10, 11-13, 11-9, 11-6",73.85,72.69
2025-05-28 ,,638384,Serhii Aristarkhov,Evhenii Hrytsenko,3,2,"11-6, 10-12, 12-14, 12-10, 12-10",73.14,72.57
2025-05-28 ,,638385,Andrii Lushchyk,Andrii Vasylets,2,3,"11-9, 11-3, 9-11, 5-11, 6-11",72.57,73.14
2025-05-28 ,,638386,Dmytro Prylepa,Evhenii Hrytsenko,1,3,"5-11, 10-12, 14-12, 9-11",72.69,73.85
2025-05-28 ,,638387,Serhii Aristarkhov,Andrii Lushchyk,1,3,"11-9, 12-14, 8-11, 5-11",72.69,73.85
2025-05-28 ,,638388,Evhenii Hrytsenko,Andrii Vasylets,3,0,"11-8, 11-7, 11-9",74.56,72.82
2025-05-28 ,,638389,Serhii Aristarkhov,Dmytro Prylepa,3,0,"11-7, 11-6, 12-10",74.56,72.82
2025-05-28 ,,638390,Mykola Pohorilyi,Vasyl Matviichuk,0,3,"6-11, 7-11, 8-11",72.82,74.56
2025-05-28 ,,638391,Hryhorii Prokopenko,Serhii Honcharenko,1,3,"11-7, 10-12, 3-11, 9-11",72.69,73.85
2025-05-28 ,,638392,Ihor Dubinin,Vasyl Matviichuk,3,0,"11-9, 11-6, 11-7",74.56,72.82
2025-05-28 ,,638393,Mykola Pohorilyi,Hryhorii Prokopenko,1,3,"9-11, 11-7, 6-11, 9-11",72.69,73.85
2025-05-28 ,,638394,Ihor Dubinin,Serhii Honcharenko,3,1,"12-10, 8-11, 13-11, 11-9",73.85,72.69
2025-05-28 ,,638395,Hryhorii Prokopenko,Vasyl Matviichuk,0,3,"7-11, 8-11, 8-11",72.82,74.56
2025-05-28 ,,638396,Mykola Pohorilyi,Serhii Honcharenko,3,1,"11-5, 11-9, 7-11, 11-5",73.85,72.69
2025-05-28 ,,638397,Ihor Dubinin,Hryhorii Prokopenko,3,1,"11-9, 11-9, 12-14, 12-10",73.85,72.69
2025-05-28 ,,638398,Serhii Honcharenko,Vasyl Matviichuk,3,0,"11-6, 11-4, 12-10",74.56,72.82
2025-05-28 ,,638399,Ihor Dubinin,Mykola Pohorilyi,3,1,"11-8, 7-11, 11-4, 11-8",73.85,72.69
2025-05-28 ,,638400,Vadym Komar,Roman Horokh,0,3,"4-11, 5-11, 1-11",72.82,74.56
2025-05-28 ,,638401,Serhii Kiilo,Dmytro Yurkov,2,3,"11-6, 11-4, 4-11, 9-11, 9-11",72.57,73.14
2025-05-28 ,,638402,Myhailo Levytskii,Roman Horokh,0,3,"7-11, 2-11, 2-11",72.82,74.56
2025-05-28 ,,638403,Vadym Komar,Serhii Kiilo,3,1,"7-11, 13-11, 11-7, 11-8",73.85,72.69
2025-05-28 ,,638404,Myhailo Levytskii,Dmytro Yurkov,0,3,"4-11, 12-14, 7-11",72.82,74.56
2025-05-28 ,,638405,Serhii Kiilo,Roman Horokh,2,3,"4-11, 2-11, 11-7, 11-8, 3-11",72.57,73.14
2025-05-28 ,,638406,Vadym Komar,Dmytro Yurkov,3,1,"5-11, 12-10, 11-7, 11-9",73.85,72.69
2025-05-28 ,,638407,Myhailo Levytskii,Serhii Kiilo,3,1,"13-11, 13-11, 6-11, 11-8",73.85,72.69
2025-05-28 ,,638408,Dmytro Yurkov,Roman Horokh,3,1,"4-11, 11-5, 11-4, 11-2",73.85,72.69
2025-05-28 ,,638409,Myhailo Levytskii,Vadym Komar,3,2,"9-11, 11-7, 11-9, 3-11, 11-7",73.14,72.57
2025-05-28 ,,638410,Govind Singh,Shubham Balhara,3,1,"7-11, 11-2, 11-7, 11-6",73.85,72.69
2025-05-28 ,,638411,Ritesh Kumar,Chamoli Karan,0,3,"10-12, 16-18, 5-11",72.82,74.56
2025-05-28 ,,638412,Manan Sikka,Shubham Balhara,3,1,"8-11, 11-5, 11-5, 11-9",73.85,72.69
2025-05-28 ,,638413,Govind Singh,Ritesh Kumar,3,1,"11-8, 10-12, 12-10, 11-8",73.85,72.69
2025-05-28 ,,638414,Manan Sikka,Chamoli Karan,3,1,"11-6, 11-4, 4-11, 11-7",73.85,72.69
2025-05-28 ,,638415,Ritesh Kumar,Shubham Balhara,3,2,"9-11, 11-7, 7-11, 11-7, 13-11",73.14,72.57
2025-05-28 ,,638416,Govind Singh,Chamoli Karan,1,3,"10-12, 11-7, 9-11, 10-12",72.69,73.85
2025-05-28 ,,638417,Manan Sikka,Ritesh Kumar,2,3,"5-11, 11-8, 11-9, 8-11, 11-13",72.57,73.14
2025-05-28 ,,638418,Chamoli Karan,Shubham Balhara,3,0,"11-8, 11-7, 11-9",74.56,72.82
2025-05-28 ,,638419,Manan Sikka,Govind Singh,3,0,"11-9, 11-8, 11-4",74.56,72.82
2025-05-28 ,,638420,Rostyslav Fylypiv,Denys Kantarevych,0,3,"1-11, 4-11, 10-12",72.82,74.56
2025-05-28 ,,638421,Mykhailo Potapov,Oleh Savenkov,3,1,"11-4, 17-15, 11-13, 11-3",73.85,72.69
2025-05-28 ,,638422,Maksym Khomenko,Denys Maltsev,2,3,"11-9, 10-12, 11-6, 8-11, 6-11",72.57,73.14
2025-05-28 ,,638423,Rostyslav Fylypiv,Oleh Savenkov,0,3,"7-11, 4-11, 6-11",72.82,74.56
2025-05-28 ,,638424,Denys Maltsev,Denys Kantarevych,2,3,"11-8, 9-11, 11-9, 1-11, 8-11",72.57,73.14
2025-05-28 ,,638425,Mykhailo Potapov,Maksym Khomenko,2,3,"12-10, 11-2, 11-13, 10-12, 9-11",72.57,73.14
2025-05-28 ,,638426,Rostyslav Fylypiv,Denys Maltsev,0,3,"3-11, 2-11, 9-11",72.82,74.56
2025-05-28 ,,638427,Maksym Khomenko,Oleh Savenkov,1,3,"5-11, 10-12, 11-8, 9-11",72.69,73.85
2025-05-28 ,,638428,Mykhailo Potapov,Denys Kantarevych,3,1,"11-9, 11-6, 7-11, 13-11",73.85,72.69
2025-05-28 ,,638429,Rostyslav Fylypiv,Maksym Khomenko,0,3,"8-11, 5-11, 1-11",72.82,74.56
2025-05-28 ,,638430,Mykhailo Potapov,Denys Maltsev,3,1,"11-6, 6-11, 11-6, 11-5",73.85,72.69
2025-05-28 ,,638431,Oleh Savenkov,Denys Kantarevych,0,3,"3-11, 4-11, 2-11",72.82,74.56
2025-05-28 ,,638433,Maksym Khomenko,Denys Kantarevych,0,3,"5-11, 7-11, 8-11",72.82,74.56
2025-05-28 ,,638434,Denys Maltsev,Oleh Savenkov,0,3,"6-11, 8-11, 12-14",72.82,74.56
2025-05-28 ,,638435,Oleh Ponomarenko,Oleksandr Bryzhevatyi,2,3,"7-11, 15-13, 11-8, 8-11, 6-11",72.57,73.14
2025-05-28 ,,638436,Dmytro Kunchurov,Stanislav Kuzko,3,0,"11-4, 11-8, 11-7",74.56,72.82
2025-05-28 ,,638437,Maksym Stetsenko,Oleksandr Ovsienko,2,3,"11-5, 11-9, 9-11, 9-11, 7-11",72.57,73.14
2025-05-28 ,,638438,Oleh Ponomarenko,Stanislav Kuzko,3,0,"11-5, 11-3, 11-5",74.56,72.82
2025-05-28 ,,638439,Oleksandr Ovsienko,Oleksandr Bryzhevatyi,0,3,"5-11, 7-11, 5-11",72.82,74.56
2025-05-28 ,,638440,Dmytro Kunchurov,Maksym Stetsenko,1,3,"9-11, 8-11, 11-5, 10-12",72.69,73.85
2025-05-28 ,,638441,Oleh Ponomarenko,Oleksandr Ovsienko,3,0,"11-6, 11-9, 11-0",74.56,72.82
2025-05-28 ,,638442,Maksym Stetsenko,Stanislav Kuzko,3,1,"11-9, 11-7, 2-11, 11-5",73.85,72.69
2025-05-28 ,,638443,Dmytro Kunchurov,Oleksandr Bryzhevatyi,1,3,"12-14, 11-5, 4-11, 9-11",72.69,73.85
2025-05-28 ,,638444,Oleh Ponomarenko,Maksym Stetsenko,3,0,"14-12, 11-6, 11-7",74.56,72.82
2025-05-28 ,,638445,Dmytro Kunchurov,Oleksandr Ovsienko,3,0,"11-5, 13-11, 11-7",74.56,72.82
2025-05-28 ,,638446,Stanislav Kuzko,Oleksandr Bryzhevatyi,2,3,"5-11, 11-4, 4-11, 11-9, 6-11",72.57,73.14
2025-05-28 ,,638447,Oleh Ponomarenko,Dmytro Kunchurov,3,0,"11-7, 11-6, 11-8",74.56,72.82
2025-05-28 ,,638448,Maksym Stetsenko,Oleksandr Bryzhevatyi,2,3,"7-11, 11-6, 11-7, 6-11, 8-11",72.57,73.14
2025-05-28 ,,638449,Oleksandr Ovsienko,Stanislav Kuzko,1,3,"9-11, 14-12, 9-11, 8-11",72.69,73.85
2025-05-28 ,,638450,Eduard Bernatskyi,Vladyslav Kovalchuk,2,3,"11-2, 6-11, 10-12, 11-6, 6-11",72.57,73.14
2025-05-28 ,,638451,Ivan Pytsko,Oles Kotsyumbas,0,3,"6-11, 7-11, 8-11",72.82,74.56
2025-05-28 ,,638452,Dmytro Shchegelskyi,Yaroslav Tebenko,3,2,"11-9, 8-11, 11-8, 9-11, 11-6",73.14,72.57
2025-05-28 ,,638453,Eduard Bernatskyi,Oles Kotsyumbas,1,3,"8-11, 10-12, 11-9, 8-11",72.69,73.85
2025-05-28 ,,638454,Yaroslav Tebenko,Vladyslav Kovalchuk,1,3,"9-11, 13-11, 6-11, 10-12",72.69,73.85
2025-05-28 ,,638455,Ivan Pytsko,Dmytro Shchegelskyi,3,0,"11-7, 11-7, 11-5",74.56,72.82
2025-05-28 ,,638456,Eduard Bernatskyi,Yaroslav Tebenko,1,3,"9-11, 11-9, 10-12, 11-13",72.69,73.85
2025-05-28 ,,638457,Dmytro Shchegelskyi,Oles Kotsyumbas,2,3,"7-11, 15-13, 11-5, 8-11, 8-11",72.57,73.14
2025-05-28 ,,638458,Ivan Pytsko,Vladyslav Kovalchuk,0,3,"5-11, 7-11, 9-11",72.82,74.56
2025-05-28 ,,638459,Eduard Bernatskyi,Dmytro Shchegelskyi,2,3,"11-8, 11-8, 6-11, 7-11, 6-11",72.57,73.14
2025-05-28 ,,638460,Ivan Pytsko,Yaroslav Tebenko,0,3,"14-16, 7-11, 11-13",72.82,74.56
2025-05-28 ,,638461,Oles Kotsyumbas,Vladyslav Kovalchuk,2,3,"6-11, 9-11, 11-7, 13-11, 9-11",72.57,73.14
2025-05-28 ,,638462,Eduard Bernatskyi,Ivan Pytsko,0,3,"5-11, 3-11, 7-11",72.82,74.56
2025-05-28 ,,638463,Dmytro Shchegelskyi,Vladyslav Kovalchuk,3,2,"11-8, 9-11, 8-11, 11-9, 12-10",73.14,72.57
2025-05-28 ,,638464,Yaroslav Tebenko,Oles Kotsyumbas,0,3,"3-11, 6-11, 6-11",72.82,74.56
2025-05-28 ,,638465,Mariia Vasylieva,Anna Rzhevska,1,3,"11-8, 2-11, 7-11, 5-11",72.69,73.85
2025-05-28 ,,638466,Yana Mykhailyk,Olha Yureneva,3,0,"11-8, 11-3, 11-3",74.56,72.82
2025-05-28 ,,638467,Svitlana Yureneva,Anna Rzhevska,1,3,"7-11, 11-6, 12-14, 13-15",72.69,73.85
2025-05-28 ,,638468,Mariia Vasylieva,Yana Mykhailyk,3,0,"11-9, 12-10, 11-6",74.56,72.82
2025-05-28 ,,638469,Svitlana Yureneva,Olha Yureneva,3,0,"14-12, 11-8, 11-3",74.56,72.82
2025-05-28 ,,638470,Yana Mykhailyk,Anna Rzhevska,3,1,"11-9, 13-11, 11-13, 11-7",73.85,72.69
2025-05-28 ,,638471,Mariia Vasylieva,Olha Yureneva,3,2,"8-11, 11-8, 11-6, 11-13, 11-5",73.14,72.57
2025-05-28 ,,638472,Svitlana Yureneva,Yana Mykhailyk,3,2,"11-9, 10-12, 9-11, 11-7, 11-2",73.14,72.57
2025-05-28 ,,638473,Olha Yureneva,Anna Rzhevska,0,3,"10-12, 3-11, 2-11",72.82,74.56
2025-05-28 ,,638474,Svitlana Yureneva,Mariia Vasylieva,1,3,"8-11, 8-11, 11-6, 8-11",72.69,73.85
2025-05-28 ,,638475,Artem Yurkov,Maksym Mrykh,3,1,"11-8, 6-11, 11-3, 11-8",73.85,72.69
2025-05-28 ,,638476,Andrii Derevianko,Oleksandr Ivchuk,0,3,"4-11, 7-11, 9-11",72.82,74.56
2025-05-28 ,,638477,Pavlo Babenko,Maksym Mrykh,2,3,"9-11, 10-12, 11-5, 11-9, 8-11",72.57,73.14
2025-05-28 ,,638478,Artem Yurkov,Andrii Derevianko,3,0,"11-7, 11-4, 11-8",74.56,72.82
2025-05-28 ,,638479,Pavlo Babenko,Oleksandr Ivchuk,1,3,"11-9, 9-11, 4-11, 5-11",72.69,73.85
2025-05-28 ,,638481,Artem Yurkov,Oleksandr Ivchuk,3,1,"2-11, 11-8, 11-6, 11-8",73.85,72.69
2025-05-28 ,,638483,Oleksandr Ivchuk,Maksym Mrykh,3,0,"13-11, 11-9, 11-3",74.56,72.82
2025-05-28 ,,638484,Pavlo Babenko,Artem Yurkov,3,2,"11-8, 9-11, 11-3, 8-11, 13-11",73.14,72.57
2025-05-28 ,,638485,Mykyta Zinov,Ivan Nitchenko,3,0,"11-8, 11-5, 11-5",74.56,72.82
2025-05-28 ,,638486,Arsenii Lobanov,Daniil Habrelyan,3,2,"8-11, 11-9, 3-11, 11-8, 11-3",73.14,72.57
2025-05-28 ,,638487,Yevhen Skorobahatyi,Oleh Varlamov,3,1,"13-11, 4-11, 11-8, 11-9",73.85,72.69
2025-05-28 ,,638488,Mykyta Zinov,Daniil Habrelyan,3,0,"11-5, 12-10, 11-7",74.56,72.82
2025-05-28 ,,638489,Oleh Varlamov,Ivan Nitchenko,3,0,"11-5, 11-5, 13-11",74.56,72.82
2025-05-28 ,,638490,Arsenii Lobanov,Yevhen Skorobahatyi,3,1,"12-10, 9-11, 11-8, 11-8",73.85,72.69
2025-05-28 ,,638491,Mykyta Zinov,Oleh Varlamov,1,3,"6-11, 4-11, 12-10, 9-11",72.69,73.85
2025-05-28 ,,638492,Yevhen Skorobahatyi,Daniil Habrelyan,1,3,"11-9, 9-11, 4-11, 8-11",72.69,73.85
2025-05-28 ,,638493,Arsenii Lobanov,Ivan Nitchenko,2,3,"8-11, 14-12, 14-12, 4-11, 12-14",72.57,73.14
2025-05-28 ,,638494,Mykyta Zinov,Yevhen Skorobahatyi,3,0,"12-10, 11-5, 11-9",74.56,72.82
2025-05-28 ,,638495,Arsenii Lobanov,Oleh Varlamov,3,0,"11-6, 11-9, 11-9",74.56,72.82
2025-05-28 ,,638496,Daniil Habrelyan,Ivan Nitchenko,1,3,"10-12, 12-14, 11-5, 4-11",72.69,73.85
2025-05-28 ,,638497,Mykyta Zinov,Arsenii Lobanov,3,0,"11-5, 11-7, 11-9",74.56,72.82
2025-05-28 ,,638498,Yevhen Skorobahatyi,Ivan Nitchenko,2,3,"11-8, 9-11, 10-12, 11-6, 6-11",72.57,73.14
2025-05-28 ,,638499,Oleh Varlamov,Daniil Habrelyan,3,1,"11-8, 9-11, 11-1, 11-4",73.85,72.69
2025-05-28 ,,638500,Oleh Martynenko,Denys Kozoriz,1,3,"10-12, 10-12, 13-11, 9-11",72.69,73.85
2025-05-28 ,,638501,Bohdan Plakhtyi,Ihor Mayboroda,1,3,"13-11, 6-11, 9-11, 7-11",72.69,73.85
2025-05-28 ,,638502,Hryhoriy Oliynyk,Andriy Didyk,3,0,"14-12, 11-4, 11-3",74.56,72.82
2025-05-28 ,,638503,Oleh Martynenko,Ihor Mayboroda,3,1,"11-3, 6-11, 11-4, 11-3",73.85,72.69
2025-05-28 ,,638504,Andriy Didyk,Denys Kozoriz,3,1,"11-2, 11-4, 9-11, 11-4",73.85,72.69
2025-05-28 ,,638505,Bohdan Plakhtyi,Hryhoriy Oliynyk,0,3,"8-11, 8-11, 7-11",72.82,74.56
2025-05-28 ,,638506,Oleh Martynenko,Andriy Didyk,3,1,"13-11, 11-8, 9-11, 12-10",73.85,72.69
2025-05-28 ,,638507,Hryhoriy Oliynyk,Ihor Mayboroda,3,1,"11-8, 11-4, 9-11, 11-7",73.85,72.69
2025-05-28 ,,638508,Bohdan Plakhtyi,Denys Kozoriz,0,3,"4-11, 9-11, 4-11",72.82,74.56
2025-05-28 ,,638509,Oleh Martynenko,Hryhoriy Oliynyk,3,2,"11-9, 12-14, 5-11, 11-9, 13-11",73.14,72.57
2025-05-28 ,,638510,Bohdan Plakhtyi,Andriy Didyk,0,3,"5-11, 8-11, 10-12",72.82,74.56
2025-05-28 ,,638511,Ihor Mayboroda,Denys Kozoriz,3,1,"11-9, 11-5, 9-11, 11-4",73.85,72.69
2025-05-28 ,,638512,Oleh Martynenko,Bohdan Plakhtyi,1,3,"11-9, 8-11, 10-12, 11-13",72.69,73.85
2025-05-28 ,,638513,Hryhoriy Oliynyk,Denys Kozoriz,1,3,"5-11, 7-11, 12-10, 6-11",72.69,73.85
2025-05-28 ,,638514,Andriy Didyk,Ihor Mayboroda,3,1,"11-8, 11-5, 8-11, 11-1",73.85,72.69
2025-05-28 ,,638515,Oleh Napirko,Oleksandr Borysiuk,3,0,"11-9, 11-7, 11-6",74.56,72.82
2025-05-28 ,,638516,Maksim Baranov,Vitalii Zharskyi,2,3,"5-11, 11-7, 11-9, 7-11, 11-13",72.57,73.14
2025-05-28 ,,638517,Viktor Slozka,Gregory Kuzmenko,3,0,"11-8, 11-5, 11-7",74.56,72.82
2025-05-28 ,,638518,Oleh Napirko,Vitalii Zharskyi,3,1,"11-8, 11-4, 9-11, 11-5",73.85,72.69
2025-05-28 ,,638519,Gregory Kuzmenko,Oleksandr Borysiuk,0,3,"4-11, 9-11, 10-12",72.82,74.56
2025-05-28 ,,638520,Maksim Baranov,Viktor Slozka,2,3,"5-11, 14-12, 6-11, 11-9, 3-11",72.57,73.14
2025-05-28 ,,638522,Viktor Slozka,Vitalii Zharskyi,3,2,"11-8, 11-13, 11-6, 8-11, 11-6",73.14,72.57
2025-05-28 ,,638523,Maksim Baranov,Oleksandr Borysiuk,2,3,"11-5, 4-11, 12-14, 14-12, 5-11",72.57,73.14
2025-05-28 ,,638524,Oleh Napirko,Viktor Slozka,3,1,"11-8, 11-7, 8-11, 11-9",73.85,72.69
2025-05-28 ,,638526,Vitalii Zharskyi,Oleksandr Borysiuk,3,0,"11-5, 11-4, 11-6",74.56,72.82
2025-05-28 ,,638527,Oleh Napirko,Maksim Baranov,3,0,"11-6, 11-7, 11-6",74.56,72.82
2025-05-28 ,,638528,Viktor Slozka,Oleksandr Borysiuk,3,0,"11-8, 11-6, 11-9",74.56,72.82
2025-05-28 ,,638530,Vitalii Sydorenko,Yevhen Bielokon,1,3,"10-12, 6-11, 11-5, 6-11",72.69,73.85
2025-05-28 ,,638531,Vladyslav Kovalenko,Ruslan Serhyenko,1,3,"7-11, 4-11, 13-11, 10-12",72.69,73.85
2025-05-28 ,,638532,Valentyn Chumak,Vitalii Kaganovych,2,3,"12-10, 11-7, 11-13, 5-11, 11-13",72.57,73.14
2025-05-28 ,,638533,Vitalii Sydorenko,Ruslan Serhyenko,2,3,"9-11, 11-5, 11-6, 11-13, 7-11",72.57,73.14
2025-05-28 ,,638534,Vitalii Kaganovych,Yevhen Bielokon,3,0,"11-7, 12-10, 11-1",74.56,72.82
2025-05-28 ,,638535,Vladyslav Kovalenko,Valentyn Chumak,2,3,"11-7, 8-11, 9-11, 11-9, 8-11",72.57,73.14
2025-05-28 ,,638536,Vitalii Sydorenko,Vitalii Kaganovych,0,3,"5-11, 8-11, 8-11",72.82,74.56
2025-05-28 ,,638537,Valentyn Chumak,Ruslan Serhyenko,3,2,"16-18, 8-11, 11-7, 11-9, 11-3",73.14,72.57
2025-05-28 ,,638538,Vladyslav Kovalenko,Yevhen Bielokon,2,3,"6-11, 11-8, 8-11, 14-12, 7-11",72.57,73.14
2025-05-28 ,,638539,Vitalii Sydorenko,Valentyn Chumak,2,3,"5-11, 11-8, 6-11, 12-10, 5-11",72.57,73.14
2025-05-28 ,,638540,Vladyslav Kovalenko,Vitalii Kaganovych,1,3,"5-11, 9-11, 11-6, 7-11",72.69,73.85
2025-05-28 ,,638541,Ruslan Serhyenko,Yevhen Bielokon,1,3,"3-11, 9-11, 11-9, 4-11",72.69,73.85
2025-05-28 ,,638542,Vitalii Sydorenko,Vladyslav Kovalenko,3,0,"11-1, 14-12, 11-6",74.56,72.82
2025-05-28 ,,638543,Valentyn Chumak,Yevhen Bielokon,1,3,"11-5, 7-11, 5-11, 11-13",72.69,73.85
2025-05-28 ,,638544,Vitalii Kaganovych,Ruslan Serhyenko,3,1,"12-10, 11-7, 9-11, 11-7",73.85,72.69
2025-05-28 ,,638545,Vitalii Khamurda,Spartak Abalmaz,2,3,"11-6, 8-11, 3-11, 11-8, 8-11",72.57,73.14
2025-05-28 ,,638546,Oleksandr Naida,Oleksii Krutko,2,3,"7-11, 13-11, 7-11, 11-7, 7-11",72.57,73.14
2025-05-28 ,,638547,Vitalii Kiilo,Roman Hnoievoi,0,3,"10-12, 8-11, 10-12",72.82,74.56
2025-05-28 ,,638548,Vitalii Khamurda,Oleksii Krutko,3,1,"11-1, 6-11, 11-4, 11-5",73.85,72.69
2025-05-28 ,,638549,Roman Hnoievoi,Spartak Abalmaz,2,3,"11-5, 4-11, 9-11, 12-10, 8-11",72.57,73.14
2025-05-28 ,,638550,Oleksandr Naida,Vitalii Kiilo,3,0,"11-8, 11-5, 11-7",74.56,72.82
2025-05-28 ,,638551,Vitalii Khamurda,Roman Hnoievoi,3,2,"8-11, 11-8, 11-9, 8-11, 12-10",73.14,72.57
2025-05-28 ,,638552,Vitalii Kiilo,Oleksii Krutko,0,3,"11-13, 8-11, 3-11",72.82,74.56
2025-05-28 ,,638553,Oleksandr Naida,Spartak Abalmaz,1,3,"11-7, 6-11, 7-11, 15-17",72.69,73.85
2025-05-28 ,,638554,Vitalii Khamurda,Vitalii Kiilo,0,3,"6-11, 6-11, 7-11",72.82,74.56
2025-05-28 ,,638555,Oleksandr Naida,Roman Hnoievoi,2,3,"10-12, 11-5, 11-8, 6-11, 11-13",72.57,73.14
2025-05-28 ,,638556,Oleksii Krutko,Spartak Abalmaz,3,1,"9-11, 11-2, 11-6, 11-8",73.85,72.69
2025-05-28 ,,638557,Vitalii Khamurda,Oleksandr Naida,1,3,"11-4, 5-11, 5-11, 10-12",72.69,73.85
2025-05-28 ,,638558,Vitalii Kiilo,Spartak Abalmaz,1,3,"11-8, 5-11, 11-13, 7-11",72.69,73.85
2025-05-28 ,,638559,Roman Hnoievoi,Oleksii Krutko,3,1,"11-7, 11-5, 4-11, 11-8",73.85,72.69
2025-05-28 ,,638560,Vitalii Mukhin,Serhii Solomko,3,1,"13-11, 12-10, 8-11, 11-6",73.85,72.69
2025-05-28 ,,638561,Kostiantyn Klymenko,Oleksandr Osadchyi,3,1,"11-8, 11-3, 10-12, 11-6",73.85,72.69
2025-05-28 ,,638562,Vasyl Smyk,Stefan Yakimenko,3,1,"7-11, 11-8, 11-6, 11-9",73.85,72.69
2025-05-28 ,,638563,Vitalii Mukhin,Oleksandr Osadchyi,1,3,"3-11, 11-7, 9-11, 10-12",72.69,73.85
2025-05-28 ,,638564,Stefan Yakimenko,Serhii Solomko,3,2,"4-11, 11-5, 7-11, 11-5, 15-13",73.14,72.57
2025-05-28 ,,638565,Kostiantyn Klymenko,Vasyl Smyk,3,2,"11-7, 9-11, 7-11, 11-8, 12-10",73.14,72.57
2025-05-28 ,,638566,Vitalii Mukhin,Stefan Yakimenko,1,3,"12-10, 9-11, 6-11, 6-11",72.69,73.85
2025-05-28 ,,638567,Vasyl Smyk,Oleksandr Osadchyi,0,3,"5-11, 1-11, 11-13",72.82,74.56
2025-05-28 ,,638568,Kostiantyn Klymenko,Serhii Solomko,3,2,"11-9, 11-8, 12-14, 10-12, 11-8",73.14,72.57
2025-05-28 ,,638569,Vitalii Mukhin,Vasyl Smyk,1,3,"9-11, 8-11, 11-9, 10-12",72.69,73.85
2025-05-28 ,,638570,Kostiantyn Klymenko,Stefan Yakimenko,0,3,"8-11, 8-11, 4-11",72.82,74.56
2025-05-28 ,,638571,Oleksandr Osadchyi,Serhii Solomko,3,1,"11-8, 7-11, 11-5, 15-13",73.85,72.69
2025-05-28 ,,638572,Vitalii Mukhin,Kostiantyn Klymenko,2,3,"11-6, 11-3, 8-11, 9-11, 1-11",72.57,73.14
2025-05-28 ,,638573,Vasyl Smyk,Serhii Solomko,3,2,"11-6, 7-11, 7-11, 11-6, 11-4",73.14,72.57
2025-05-28 ,,638574,Stefan Yakimenko,Oleksandr Osadchyi,3,0,"11-7, 11-8, 11-8",74.56,72.82
